ListingKey,ListingNumber,ListingCreationDate,CreditGrade,Term,LoanStatus,ClosedDate,BorrowerAPR,BorrowerRate,LenderYield,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),BorrowerState,Occupation,EmploymentStatus,EmploymentStatusDuration,IsBorrowerHomeowner,CurrentlyInGroup,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeRange,IncomeVerifiable,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanOriginalAmount,LoanOriginationDate,LoanOriginationQuarter,MemberKey,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
F90D355482399187018E8CB,622590,45:47.1,,36,Chargedoff,2013/9/13 0:00,0.32333,0.2839,0.2739,2,8,18,CA,Sales - Retail,Employed,15,FALSE,FALSE,640,659,1999/2/25 0:00,5,4,38,4,121,0,2,1,116,25,1,0,3403,0.63,1947,32,0.63,3,0.07,"$25,000-49,999",TRUE,3333.333333,,,,,,,,,300,13,19,2500,2012/8/14 0:00,Q3 2012,E57635544078593627A0311,103.94,847.53,346.31,501.22,-13.45,-17.67,2153.69,2153.69,0,1,0,0,0,51
C8393414622287372DA6380,293509,08:08.4,B,36,Chargedoff,2010/7/26 0:00,0.18454,0.17,0.16,,,3,MT,Other,Self-employed,368,TRUE,TRUE,680,699,1974/10/1 0:00,0,0,4,0,0,5,28,2,157,0,1,0,0,0,0,2,1,0,0.06,"$25,000-49,999",TRUE,2847.166667,1,10,10,0,0,7500,5815.97,0,1444,28,72,5000,2008/3/27 0:00,Q1 2008,202D3380841773277F3C162,178.26,4099.98,2792.53,1307.45,-73.38,0,2239.65,2207.47,0,1,0,0,0,178
243035267326925393FC212,527069,13:16.1,,36,Chargedoff,2012/9/26 0:00,0.30532,0.2699,0.2599,3,6,3,CA,Professional,Self-employed,200,FALSE,FALSE,780,799,1970/4/24 0:00,11,9,42,8,29,0,2,1,63,27,1,0,894,0.03,25106,36,0.86,1,,"$25,000-49,999",FALSE,2500,,,,,,,,,652,12,30,9000,2011/9/27 0:00,Q3 2011,FBB835138633078557508EA,367.38,2571.66,1235.04,1336.62,-49.52,0,7764.96,7764.96,0,1,0,0,0,10
A7BC3411727999970AE234F,268418,48:32.9,D,36,Chargedoff,2008/7/30 0:00,0.37453,0.35,0.34,,,4,IL,Sales - Commission,Full-time,32,TRUE,TRUE,620,639,1983/4/1 0:00,3,6,39,3,323,0,11,8,34336,25,0,0,49168,1,0,34,0.54,0,0.09,"$100,000+",TRUE,24583.33333,1,9,8,1,0,20000,16090.65,-40,2170,6,74,5000,2008/1/31 0:00,Q1 2008,CF333383786276141651F78,226.18,226.18,87.14,139.04,-3.97,0,4912.86,4912.86,0,1,0,0,0,50
5DA033981447316203897B5,188971,59:19.1,E,36,Chargedoff,2009/8/5 0:00,0.30168,0.29,0.28,,,0,MN,Professional,Full-time,42,FALSE,FALSE,580,599,1998/11/3 0:00,2,2,11,1,6,1,11,3,4622,15,3,0,6,0.02,244,5,0.4,1,0.19,"$25,000-49,999",TRUE,3333.333333,,,,,,,,,1801,23,78,5000,2007/9/4 0:00,Q3 2007,7A7C33936092029049496C4,209.53,3771.54,1966.95,1804.59,-62.23,0,3033.05,3033.05,0,1,0,0,0,50
DC4B3392162610257F2EF64,160226,03:27.2,HR,36,Chargedoff,2008/2/15 0:00,0.26021,0.245,0.235,,,0,MO,Laborer,Full-time,65,FALSE,FALSE,520,539,1996/3/15 0:00,0,0,5,0,0,2,3,3,472,0,0,0,0,0,0,2,0.2,0,0.03,"$1-24,999",TRUE,1994.083333,,,,,,,,,2336,7,80,1500,2007/7/17 0:00,Q3 2007,57D33391923083578B20939,59.24,118.48,56.64,61.84,-2.52,0,1443.36,1443.36,0,1,0,0,0,39
CC6B3404575158774610A4C,232848,10:20.1,D,36,Chargedoff,2010/8/21 0:00,0.25861,0.25,0.24,,,0,MO,Nurse (RN),Full-time,150,TRUE,TRUE,600,619,1971/4/2 0:00,3,4,29,2,60,1,16,2,90,1,0,0,2704,1,0,24,0.8,0,0.14,"$50,000-74,999",TRUE,5416.666667,1,7,6,1,0,6000,5174.93,40,1358,34,76,2200,2007/11/21 0:00,Q4 2007,857E33827623736975202F4,87.47,2434.16,1522.74,911.42,-35.86,-39.36,677.23,577.16,131.43,1,0,0,0,28
E7903406372292336EAEE72,235101,53:35.7,D,36,Chargedoff,2009/1/29 0:00,0.25255,0.245,0.235,,,0,,Construction,Self-employed,217,TRUE,FALSE,620,639,1996/12/9 0:00,1,1,8,0,0,1,6,3,1103,6,0,0,0,0,0,6,0.28,0,0.12,"$1-24,999",TRUE,2000,,,,,,,,,1989,14,76,2800,2007/11/28 0:00,Q4 2007,21283403931598441A3F017,110.59,995.31,521.69,473.62,-19.33,0,2278.31,2278.31,0,1,0,0,0,45
F9493418755605339FE848A,321105,04:59.2,B,36,Chargedoff,2009/1/9 0:00,0.36623,0.35,0.34,,,3,FL,Accountant/CPA,Full-time,85,FALSE,FALSE,700,719,1991/2/1 0:00,4,3,9,2,40,3,5,2,1306,4,0,0,155,0.28,395,7,0.57,0,0.24,"$25,000-49,999",TRUE,3250,,,,,,,,,2009,8,70,5000,2008/5/8 0:00,Q2 2008,83AC341658995165345170C,226.18,678.54,244.49,434.05,-12.4,0,4755.51,4755.51,0,1,0,0,0,57
C9BC3537341432355859076,552260,16:02.8,,36,Chargedoff,2013/1/24 0:00,0.34998,0.3099,0.2999,2,3,3,NV,Engineer - Mechanical,Employed,15,FALSE,FALSE,640,659,1998/7/3 0:00,4,4,25,2,25,3,6,6,11995,17,1,0,329,1.09,0,22,0.68,2,0.09,"$75,000-99,999",TRUE,6250,1,9,9,0,0,7000,5725.36,-25,502,12,26,4000,2012/1/24 0:00,Q1 2012,26433510874948888D3BCBE,171.98,1246.88,398.48,848.4,-20.45,-133.22,3601.52,3601.52,250,1,0,0,0,3
4D36340820629349795E05C,253064,22:57.5,D,36,Chargedoff,2009/3/5 0:00,0.30781,0.3,0.29,,,4,GA,Sales - Commission,Full-time,280,TRUE,TRUE,620,639,1984/5/1 0:00,10,9,23,5,55,3,14,2,3215,7,0,0,44,0.01,2306,18,0.66,3,0.24,"$25,000-49,999",TRUE,3333.333333,1,11,11,0,0,3800,2959.42,80,1953,15,74,3001,2008/1/3 0:00,Q1 2008,271D336907501603109B1DF,127.4,1146.6,520.97,625.63,-20.85,0,2480.03,2480.03,0,1,0,0,0,21
DC5633919868465158390F3,147478,58:16.4,D,36,Chargedoff,2009/2/15 0:00,0.21237,0.205,0.19,,,0,GA,Other,Full-time,106,TRUE,TRUE,600,619,1988/11/1 0:00,2,3,13,0,0,2,15,1,829,6,1,0,0,0,0,10,0.6,1,0.32,"$25,000-49,999",TRUE,3350,,,,,,,,,1973,20,81,6000,2007/6/14 0:00,Q2 2007,963F338991586796484BD85,224.51,3335.77,2060.78,1274.99,-63.74,0,3939.22,3939.22,0,1,0,0,0,150
1BBC35154714915252542E4,504961,25:05.1,,36,Chargedoff,2012/9/16 0:00,0.35643,0.3199,0.3099,1,3,7,TX,Architect,Self-employed,32,FALSE,FALSE,700,719,1985/8/1 0:00,5,3,24,2,2,0,3,1,1267,15,0,0,2007,0.66,1000,22,0.69,0,,"$25,000-49,999",FALSE,2640,,,,,,,,,121,16,34,4000,2011/5/17 0:00,Q2 2011,B78D351487416459801BACE,174.2,1871.2,559.46,1311.74,-35.42,-1255.75,3440.54,827.7,1340.63,1,0,0,0,24
AEC53509790800153F4DA6E,497746,01:13.3,,12,Chargedoff,2012/6/23 0:00,0.33084,0.2399,0.2299,3,5,1,IL,Professional,Employed,41,FALSE,FALSE,740,759,1981/3/1 0:00,2,2,17,2,238,4,9,2,60,31,0,0,5970,0.44,7500,11,0.76,0,0.11,"$75,000-99,999",TRUE,6500,,,,,,,,,747,1,36,5000,2011/3/22 0:00,Q1 2011,668C3510267562713B428E5,472.77,4727.7,4075.64,652.06,-27.17,0,924.36,924.36,0,1,0,0,0,61
BB6535382841126727B5ADB,554941,24:15.4,,36,Chargedoff,2012/11/1 0:00,0.28339,0.2449,0.2349,3,6,1,GA,Laborer,Employed,24,FALSE,FALSE,620,639,1985/5/1 0:00,5,6,21,6,397,0,5,2,630,1,0,0,9343,0.13,33410,20,0.7,0,0.47,"$25,000-49,999",TRUE,3083.333333,1,15,8,7,0,12000,7858.74,-135,616,9,25,10000,2012/2/2 0:00,Q1 2012,571F3497749173045801929,394.91,1579.64,792.16,787.48,-32.16,0,9207.84,9207.84,0,1,0,0,0,1
ED6F356199610800685CE5E,661304,59:07.8,,36,Chargedoff,2013/7/21 0:00,0.35797,0.3177,0.3077,1,4,7,MD,Clerical,Employed,74,FALSE,FALSE,680,699,1999/5/13 0:00,20,20,63,12,568,1,6,1,845,0,0,0,17836,0.26,2055,47,0.85,3,0.38,"$25,000-49,999",TRUE,3500,,,,,,,,,121,8,16,2500,2012/11/21 0:00,Q4 2012,3FB535625089800895EE730,108.57,325.71,128.99,196.72,-8.2,-238.92,2371.01,2266.97,765.84,1,0,0,0,52
53B53394465151273DA6A9F,161487,48:59.9,HR,36,Chargedoff,2009/2/12 0:00,0.27926,0.26,0.25,,,0,ID,Other,Retired,41,FALSE,FALSE,520,539,1989/5/1 0:00,2,0,21,0,0,2,7,10,8211,17,0,0,0,0,0,11,0.26,0,0.04,"$1-24,999",TRUE,1016,,,,,,,,,1976,19,80,1000,2007/7/11 0:00,Q3 2007,10733392117447490945A33,40.29,614.06,368.06,246,-9.45,0,631.94,631.94,0,1,0,0,0,29
A87E3406686091250F9F3D6,237468,00:02.4,B,36,Chargedoff,2009/12/11 0:00,0.17219,0.165,0.155,,,0,GA,Other,Full-time,39,TRUE,FALSE,680,699,1998/8/21 0:00,11,10,26,3,14,1,4,3,139,17,0,0,1276,0,0,23,0.76,1,0.44,"$25,000-49,999",TRUE,3300,,,,,,,,,1673,24,75,7500,2007/12/10 0:00,Q4 2007,19983406743981718B008A2,265.53,5058.35,3451.16,1607.19,-96.6,0,4048.84,4048.84,0,1,1,1,53.63,194
7.87E+94,123937,06:08.5,D,36,Chargedoff,2009/2/28 0:00,0.16667,0.1595,0.1495,,,0,FL,Other,Full-time,52,TRUE,TRUE,620,639,1994/8/6 0:00,9,7,23,3,40,2,9,3,22091,26,0,0,1570,0.62,930,16,0.35,2,0.2,"$50,000-74,999",TRUE,4666.666667,,,,,,,,,1960,22,83,7500,2007/4/27 0:00,Q2 2007,4D1B3385005890213D320D6,263.49,4449.33,3062.96,1386.37,-86.91,0,4437.04,4437.04,0,1,1,1,200,147
209A3532868854436ACEC0B,540474,38:29.8,,12,Chargedoff,2012/6/30 0:00,0.3584,0.2576,0.2476,2,1,3,TX,Computer Programmer,Self-employed,6,FALSE,FALSE,660,679,1996/8/2 0:00,8,6,30,5,475,2,16,1,10573,3,1,0,7950,0.64,4393,30,0.93,0,,"$100,000+",FALSE,16666.66667,1,12,12,0,0,3500,2631.67,-89,740,7,28,7500,2011/11/30 0:00,Q4 2011,F7F33497339753546897BD6,715.6,1431.2,1120.5,310.7,-12.06,0,6379.5,6379.5,0,1,0,0,0,10
ED8A341826584158798DF00,304661,18:05.4,A,36,Chargedoff,2009/4/17 0:00,0.15529,0.141,0.131,,,1,WI,Laborer,Full-time,118,FALSE,FALSE,720,739,1995/12/1 0:00,4,4,7,2,0,1,2,1,186,0,1,0,0,0,11400,5,0.83,3,0.24,"$25,000-49,999",TRUE,2083.333333,,,,,,,,,1910,12,71,5000,2008/4/16 0:00,Q2 2008,E6C934023348118437A2340,171.13,1182.91,723.14,459.77,-30.18,-116.37,4276.86,4276.86,0,1,0,0,0,105
A2583394054341586CE8859,164936,59:57.6,HR,36,Chargedoff,2008/7/18 0:00,0.30564,0.29,0.28,,,0,CA,Other,Full-time,264,TRUE,FALSE,520,539,1992/11/28 0:00,5,8,19,4,771,5,14,5,4041,1,0,0,23201,0.81,5838,19,0.73,0,0.24,"$50,000-74,999",TRUE,5416.666667,,,,,,,,,2182,12,80,2600,2007/7/19 0:00,Q3 2007,E8AD33914209446871A9B75,108.95,762.65,326.28,436.37,-15.04,0,2273.72,2273.72,0,1,0,0,0,14
A22F3527177406827F14850,529990,33:04.4,,36,Chargedoff,2012/9/5 0:00,0.35643,0.3199,0.3099,2,5,1,UT,Administrative Assistant,Employed,18,FALSE,FALSE,660,679,1993/7/22 0:00,5,4,16,4,60,8,10,2,593,0,0,0,1401,0.06,21908,13,0.66,1,0.13,"$1-24,999",TRUE,2000,,,,,,,,,673,11,29,4500,2011/10/6 0:00,Q4 2011,6B0C352648180781031916A,195.97,1160.82,427.14,733.68,-22.94,0,4072.86,4072.86,0,1,0,0,0,24
5597341892188988320C471,312022,31:34.8,E,36,Chargedoff,2009/1/29 0:00,0.37453,0.35,0.34,,,4,AL,Teacher,Full-time,146,FALSE,FALSE,580,599,1992/2/14 0:00,0,1,7,1,0,0,1,2,1272,1,0,0,0,0,0,5,0.66,0,0.13,"$50,000-74,999",TRUE,4250,,,,,,,,,1989,9,71,3000,2008/4/28 0:00,Q2 2008,20373418139251925CCB762,135.71,542.84,200.6,342.24,-9.78,-60,2799.4,2799.4,185,1,0,0,0,38
6BAA3410021473439AA2794,260301,48:37.4,A,36,Chargedoff,2010/9/14 0:00,0.16386,0.1495,0.1395,,,3,AZ,Other,Self-employed,427,TRUE,FALSE,720,739,1994/10/25 0:00,5,5,21,2,135,10,39,0,2578,0,1,0,706,0,0,18,0.94,0,0.33,"$50,000-74,999",TRUE,5000,,,,,,,,,1395,32,74,24000,2008/1/15 0:00,Q1 2008,08FC3408979670680B03A42,831.38,22447.26,16962.24,5485.02,-366.89,0,7037.75,7037.76,0,1,2,1,250,597
6BCE33821261400860C49F9,102697,40:48.0,HR,36,Chargedoff,2008/11/29 0:00,0.30564,0.29,0.28,,,0,OR,Tradesman - Mechanic,Full-time,0,FALSE,TRUE,520,539,1986/9/20 0:00,2,2,17,0,0,2,14,5,3712,44,1,0,0,0,0,15,0.18,0,0.09,"$25,000-49,999",TRUE,3380.75,,,,,,,,,1989,21,85,4000,2007/2/28 0:00,Q1 2007,3F613381500398300F59D87,167.62,2738.3,1268.54,1469.76,-35.67,-101.47,2731.46,2731.46,354,1,0,0,0,47
0C3B351820749297050C013,511027,21:19.8,,36,Chargedoff,2013/1/21 0:00,0.30532,0.2699,0.2599,3,6,1,VA,Accountant/CPA,Employed,6,TRUE,FALSE,680,699,1982/1/1 0:00,5,4,23,4,491,0,1,3,12417,25,0,0,154128,1,57,23,0.82,0,0.08,"$75,000-99,999",TRUE,7916.666667,,,,,,,,,535,18,32,4500,2011/7/21 0:00,Q3 2011,A0CB3517824131173216F30,183.69,2387.97,1223.53,1164.44,-43.13,0,3276.47,3276.47,92.46,1,0,0,0,40
CE2D34135941255615D77FB,281519,22:42.2,C,36,Chargedoff,2008/8/26 0:00,0.13625,0.115,0.105,,,4,OH,Sales - Commission,Full-time,17,FALSE,FALSE,660,679,1977/9/17 0:00,8,7,25,4,64,0,1,2,455,7,0,0,1726,0,0,18,0.65,1,0.23,"$25,000-49,999",TRUE,2916.666667,,,,,,,,,2143,6,73,5000,2008/2/27 0:00,Q1 2008,B6CB3413998127736FB4946,164.88,149.88,49.81,100.07,-7.4,0,4950.18,4950.19,0,1,0,0,0,87
792F34318056967054E246D,400262,20:54.7,C,36,Chargedoff,2009/5/31 0:00,0.32581,0.302,0.292,,,1,PA,Executive,Full-time,8,TRUE,FALSE,640,659,1973/6/30 0:00,24,9,53,5,313,7,11,2,886,42,0,0,14247,0.63,8162,50,0.68,3,0.23,"$50,000-74,999",TRUE,5833.333333,,,,,,,,,1865,9,66,2500,2008/9/30 0:00,Q3 2008,ACD23430322875984457CD0,106.4,319.2,134.28,184.92,-6.12,-23.91,2365.72,2365.72,95.62,1,0,0,0,23
4ECC341891363895668DDCF,309970,27:16.9,E,36,Chargedoff,2010/3/30 0:00,0.37453,0.35,0.34,,,7,CA,Professional,Full-time,2,FALSE,FALSE,580,599,1997/12/15 0:00,4,4,18,2,182,2,16,2,1589,14,0,0,3582,0.28,1857,15,0.56,1,0.43,"$25,000-49,999",TRUE,2500,,,,,,,,,1562,24,71,2551,2008/4/29 0:00,Q2 2008,5C2234157378750020EF0E8,115.4,2077.2,908,1169.2,-32.55,-39.24,1642.98,1643,0,1,1,0,0,6
81C23510867827111FCA0E2,499993,20:10.4,,36,Chargedoff,2012/2/20 0:00,0.2951,0.2599,0.2499,3,7,7,NC,Other,Other,35,FALSE,FALSE,640,659,1980/6/1 0:00,1,1,40,3,266,0,0,3,2041,0,1,1,285,0.95,15,34,0.88,1,0.16,"$25,000-49,999",TRUE,2250,,,,,,,,,871,10,35,2500,2011/4/21 0:00,Q2 2011,BC4E3510481016078F09C75,100.71,503.55,241.64,261.91,-10.07,0,2258.36,2258.36,0,1,0,0,0,48
1C693509631810264C1E61D,498149,01:45.6,,36,Chargedoff,2013/11/30 0:00,0.35643,0.3199,0.3099,2,5,7,SC,Other,Employed,39,FALSE,FALSE,700,719,1993/2/11 0:00,5,5,20,4,473,0,0,1,9285,3,0,0,11344,0.9,239,17,0.82,0,0.55,"$1-24,999",TRUE,1630.416667,,,,,,,,,222,32,36,4000,2011/3/31 0:00,Q1 2011,7D38351065104007719988A,174.2,4688.4,2580.31,2108.09,-65.81,0,1419.69,1419.69,0,1,0,0,0,80
E36E34258016569065606C5,364343,53:35.9,B,36,Chargedoff,2010/4/18 0:00,0.19008,0.1755,0.1655,,,1,IL,Executive,Full-time,16,FALSE,FALSE,680,699,1999/3/12 0:00,14,11,50,13,193,2,7,1,220,4,0,0,12676,0.68,1450,31,0.9,0,0.37,"$50,000-74,999",TRUE,4500,,,,,,,,,1544,21,68,5000,2008/7/17 0:00,Q3 2008,E4853425438081566F87BC5,179.64,2694.6,1530.06,1164.54,-62.08,-45.81,3413.35,3469.94,0,1,0,0,0,172
CE833521045733685C93303,516854,50:37.1,,36,Chargedoff,2012/2/28 0:00,0.30532,0.2699,0.2599,3,6,3,LA,Construction,Employed,94,FALSE,FALSE,660,679,2005/7/28 0:00,2,2,8,0,0,0,3,1,551,3,0,0,0,0,0,8,0.87,0,0.14,"$50,000-74,999",TRUE,5333.333333,,,,,,,,,863,7,32,4900,2011/7/29 0:00,Q3 2011,662135171070938919C0598,200.02,385.04,133.94,251.1,-9.3,0,4766.06,4766.06,0,1,0,0,0,85
6C223413675402321C18FE9,284658,08:16.5,E,36,Chargedoff,2010/8/10 0:00,0.29334,0.27,0.26,,,2,UT,Construction,Full-time,22,TRUE,FALSE,560,579,1994/8/12 0:00,1,1,32,1,0,0,7,22,66852,27,16,3,6671,0.19,28329,18,0.24,0,0.01,"$75,000-99,999",TRUE,7000,,,,,,,,,1430,29,72,1000,2008/3/10 0:00,Q1 2008,288534131050309505343A9,40.83,898.26,515.96,382.3,-14.15,0,442.33,484.04,0,1,0,0,0,31
0D96353332856873756A48E,544518,03:16.4,,36,Chargedoff,2012/9/14 0:00,0.35285,0.3127,0.3027,1,2,3,NY,Other,Employed,46,FALSE,FALSE,700,719,1993/6/13 0:00,10,8,31,6,198,10,18,1,7097,6,1,0,6956,0.17,32972,28,0.86,3,0.24,"$50,000-74,999",TRUE,4817.833333,,,,,,,,,664,9,27,4000,2011/12/15 0:00,Q4 2011,2F263513960719216E960FE,172.6,690.4,283.03,407.37,-13.03,0,3716.97,3716.97,0,1,0,0,0,1
0DC63412463939621CEEAF6,279352,29:24.8,E,36,Chargedoff,2009/4/22 0:00,0.31363,0.29,0.28,,,4,MO,Administrative Assistant,Full-time,29,FALSE,FALSE,580,599,1994/1/29 0:00,2,2,16,3,197,2,3,6,13084,1,1,0,9594,0.42,12906,10,0.46,1,0.11,"$25,000-49,999",TRUE,2463.833333,,,,,,,,,1905,14,73,1500,2008/2/21 0:00,Q1 2008,9592341214259975128A07C,62.86,565.74,232.54,333.2,-10.97,0,1267.46,1267.46,0,1,0,0,0,37
CAA4338847967345779F8C9,131768,52:33.1,E,36,Chargedoff,2008/2/15 0:00,0.27535,0.26,0.25,,,0,AL,Professional,Part-time,8,FALSE,TRUE,560,579,2003/2/19 0:00,2,2,4,1,25,2,7,2,856,1,1,0,225,0,0,3,0.5,2,0.17,"$25,000-49,999",TRUE,2883,,,,,,,,,2336,9,82,9500,2007/5/17 0:00,Q2 2007,8000336556293885828B84F,382.76,1531.04,722.12,808.92,-31.11,0,8777.89,8777.88,0,1,1,0,0,171
739C3420784646972839ABA,331279,30:43.1,C,36,Chargedoff,2009/12/22 0:00,0.18183,0.16,0.15,,,4,CA,Clerical,Full-time,153,TRUE,FALSE,640,659,1995/10/17 0:00,4,4,22,1,59,3,15,2,142,1,0,0,1681,0.33,3319,20,0.68,0,0.25,"$25,000-49,999",TRUE,3750,,,,,,,,,1662,19,70,2500,2008/5/21 0:00,Q2 2008,54D634205928928192F330C,87.89,1290.01,735.6,554.41,-29.03,-425.13,1764.4,1483.4,944,1,0,0,0,54
906334068207280253043CC,249922,36:03.7,HR,36,Chargedoff,2009/11/22 0:00,0.23983,0.2248,0.2148,,,4,OH,Skilled Labor,Full-time,85,FALSE,FALSE,520,539,1990/12/1 0:00,1,0,23,1,0,1,3,12,21060,12,1,0,0,0,0,16,0.28,0,0.02,"$50,000-74,999",TRUE,4833.333333,,,,,,,,,1693,23,75,2000,2007/12/21 0:00,Q4 2007,B96D34062101803104E5CD6,76.88,1338.84,781.74,557.1,-24.78,0,1218.26,1218.26,0,1,0,0,0,16
0B6F33887944553300BC5DD,133333,32:21.0,D,36,Chargedoff,2007/12/14 0:00,0.24753,0.24,0.23,,,0,MI,Teacher,Full-time,9,FALSE,FALSE,600,619,1991/10/17 0:00,6,5,32,3,20,12,33,3,1909,29,0,0,300,0.16,1500,24,0.54,0,0.3,"$25,000-49,999",TRUE,2666.666667,,,,,,,,,1395,7,82,3000,2007/5/15 0:00,Q2 2007,BB9C33874040168566963EA,117.7,235.4,116.19,119.21,-4.97,-17.4975,2883.81,1527.18,2541.37,1,0,0,0,30
0C36356216511561681DC54,659256,16:26.3,,36,Chargedoff,2013/6/2 0:00,0.35797,0.3177,0.3077,1,3,7,CA,Police Officer/Correction Officer,Employed,305,FALSE,FALSE,680,699,2002/5/8 0:00,4,3,21,1,25,10,10,3,439,5,0,0,760,0.25,2240,16,0.83,3,0.12,"$75,000-99,999",TRUE,6583.333333,,,,,,,,,121,8,17,4000,2012/10/31 0:00,Q4 2012,E5F335602035515316CD51C,173.71,432.42,136.91,295.51,-8.43,0,3863.09,1412.75,724.66,1,0,0,0,84
4EB5343033060804211F38D,385171,04:03.9,HR,36,Chargedoff,2011/12/28 0:00,0.37443,0.3499,0.3399,,,1,IL,Professional,Full-time,154,FALSE,FALSE,540,559,1986/4/1 0:00,5,5,25,1,0,4,5,7,382,5,2,1,0,0,0,18,0.4,1,0.12,"$50,000-74,999",TRUE,5350,,,,,,,,,925,40,67,1000,2008/8/28 0:00,Q3 2008,D72934263584752345184B4,45.23,1372.82,502.98,869.84,-20.33,-30.76,497.03,497.02,0,1,0,0,0,4
5F9E34208126384571DB18E,325265,05:59.4,E,36,Chargedoff,2009/9/15 0:00,0.37402,0.3495,0.3395,,,4,NJ,Other,Full-time,97,TRUE,TRUE,560,579,1993/10/1 0:00,7,3,41,0,0,6,14,21,5133,15,4,2,0,0,0,18,0.21,2,0.05,"$50,000-74,999",TRUE,5166.666667,,,,,,,,,1761,16,70,1100,2008/5/14 0:00,Q2 2008,80DD33646985374411BFE0C,49.73,514.73,231.28,283.45,-6.39,-50.68,868.72,868.72,0,1,0,0,0,7
1FF43393775892203228623,170094,18:04.9,HR,36,Chargedoff,2010/11/29 0:00,0.19986,0.1815,0.1615,,,0,IN,Clerical,Full-time,170,FALSE,TRUE,540,559,1993/10/3 0:00,1,1,77,0,0,3,11,45,9848,39,3,0,0,0,0,18,0.13,0,0.13,"$25,000-49,999",TRUE,2500,,,,,,,,,1319,40,80,1000,2007/7/30 0:00,Q3 2007,1CA933835778064641D7830,36.23,1120.04,784.88,335.16,-15.38,-14.49,134.63,215.12,0,1,0,0,0,8
B2483403528292219F48553,220009,31:29.5,C,36,Chargedoff,2008/4/29 0:00,0.18987,0.1826,0.1726,,,0,MA,Bus Driver,Part-time,134,TRUE,TRUE,640,659,1993/10/1 0:00,7,8,16,6,106,13,14,1,1724,4,1,0,3335,0.84,637,14,0.57,3,0.14,"$25,000-49,999",TRUE,3333.333333,,,,,,,,,2262,6,77,6500,2007/10/30 0:00,Q4 2007,910B3400861315867E856E1,235.84,235.84,135.03,100.81,-5.52,0,6364.97,6364.97,0,1,0,0,0,60
1F2035319886518381A1C3F,541025,47:59.4,,36,Chargedoff,2012/6/30 0:00,0.19546,0.1664,0.1564,5,8,7,MD,Professional,Employed,76,FALSE,FALSE,660,679,1994/6/10 0:00,1,1,12,1,25,1,1,3,4643,15,1,0,128,0.42,172,9,0.66,1,0.04,"$100,000+",TRUE,8333.333333,,,,,,,,,740,7,28,7000,2011/11/30 0:00,Q4 2011,2CF4352912016803200433A,248.32,496.64,304.13,192.51,-11.57,0,6695.87,6695.87,0,1,0,0,0,41
1F3335522301286105F4950,613858,01:33.3,,36,Chargedoff,2013/3/27 0:00,0.35797,0.3177,0.3077,1,5,2,FL,Analyst,Employed,64,TRUE,FALSE,660,679,1991/7/24 0:00,1,0,37,1,0,1,3,9,176347,16,1,0,0,0,0,29,0.68,0,0.03,"$75,000-99,999",TRUE,6250,,,,,,,,,470,9,20,3000,2012/7/25 0:00,Q3 2012,76BD3550721187018E2793B,130.28,345.84,60.05,285.79,-8.53,-44.3,2939.95,2939.95,0,1,0,0,0,50
1EE53395995482073F57B1E,173133,34:49.2,E,36,Chargedoff,2009/7/2 0:00,0.27485,0.2595,0.2395,,,0,GA,Skilled Labor,Full-time,57,FALSE,TRUE,560,579,1997/1/29 0:00,2,2,17,2,89,0,4,5,29997,9,0,0,4401,0.97,99,11,0.61,1,0.06,"$50,000-74,999",TRUE,4250,,,,,,,,,1835,23,79,4500,2007/8/1 0:00,Q3 2007,C7323393230627114CA6306,181.19,3190.43,1793.49,1396.94,-55.99,0,2706.52,2706.51,0,1,0,0,0,90
1F953419196749081ACA91B,312493,00:29.6,HR,36,Chargedoff,2010/7/24 0:00,0.37453,0.35,0.34,,,1,PA,Sales - Commission,Full-time,71,TRUE,FALSE,540,559,1997/2/8 0:00,10,9,30,5,192,5,13,4,2224,22,0,0,4540,1,102,24,0.56,2,0.28,"$50,000-74,999",TRUE,4166.666667,,,,,,,,,1446,27,71,1500,2008/4/25 0:00,Q2 2008,9.33134E+22,67.85,1477.7,703.13,774.57,-22.13,0,796.89,796.87,0,1,0,0,0,6
